content,score
"Kenapa tiktok sekarang sering eror ya , mengisi kode undangan tidak bisa selalu eror , padahal aplikasi ini sudah dipercaya .gambar sering hilang jadi hitam tolong dong perbaiki , semoga kedepan tiktok selalu jadi yg no 1 🌟🌟🌟🌟🌟",5
"ini tiktok kenapa ya? kok sering banget ngebug, pas buka tiktok stak logo terus tolonglah diperbaiki bukannya tambah bagus kok malah jadi gini, mohon diperbaiki segera tiktoknya kalok udah saya kasih bintang 5🥰",2
Karna tik tok membawa saya satu tujuan yang sangat cocok bagi saya sendiri. Tidak hanya itu tik tok juga bisa memberi tantangan yang sedikit lebih susah dan sedikit lebih gampang pokok nya bagus untuk di download dehh,5
"kenapa sekarang banyak bug nya ya, stuck trus di logo tiktoknya sampe ho saya ngelag parah, sampai saya mulai ulang masih aja ngga bisa, baru bisa kalau di uninstall trus di install lagi baru bisa di buka, tolong perbaiki ya mengganggu soalnya",3
"Gak tau kenapa aku suka sama tiktok, tapi kadang kadang pasa mau pake filter baru pesti ada tulisan perbarui sama nanti pas mau di perbarui tapi gak bisa coy kalo nanti kan kelamaan bejirrrrrrrrrr semoga bisa gak ada kata kata perbarui atau nanti",4
Biasanya klo buka tiktok 1 -5 itu langsung layar hitam terus keluar sendiri ini dan klo buka tiktok tu kek berat gitu loh nggak aku doang yang rasain temen ku juga sama tolong di perbaiki yaa tiktok pliss ganggu bet sumpah klo gk di perbaiki mending nonton instagram,1
"Pokoknya apk ini oaling bagus...bisa cari teman,bikin konten,lihat barang random dll...aku suka banget apk ini,,,dan gak bisa berkata""...oiya satu lagi ini apknya setiap"" harus di update ya kalo gak di update kenapa yaa AKU GAK SUKA SAMA APK INI..SETIAP UPDATE PASTI GAK BISA MASUK",2
Tiktok kok jadi beda sekarang bug terus tiap mau masuk kenapa si?... Trus tiba tiba efek untuk menyesuaikan vt klif ny dikit banget 4 att 5 an knapa sih tik tok ada aja ihhh dulu tik tok perasaan GK gini ceo tik tok nya mana tuhh,4
insentif game sudah 300 dolar tapi tiba-tiba hilang dan pemberitahuannya video tidak orsinil padahal insentif pendapatan reward sudah masuk di akun pembayaran nunggu pencairan tanggal 15 dan hari ini tanggal 10 malah hilang saldonya,2
Akhir² ini tiktok lag parah pas d download lag hp ku entah kenapa padahal penyimpanan masih banyak tapi masih aja tetep lag trus hp mati ulang terus sebener nya kenapa sih bisa d perbaiki lagi ga ? Soal nya setiap aku buka tiktok sering keluar dan sering mati sendiri hp ku apa ini tiktok nya knp Trus mana pas udh 100% menginstal nya lama banget ada pirus nya atau apa ? Mohon d jwb ya tiktok,1
"Tik tok Akhir akhir ini kalau mau di buka suka mentok di logo aja ngga bisa ke buka udh nungguin lama bgt tapi ttp aja mentok di logo ngga kebuka, kalau mau ke buka aplikasi harus di uninstall dlu baru di install ulang baru ke buka aplikasi nya Tolong dong tik tok di perbaiki aplikasi nya massa iya sya setiap mau buka aplikasi tik tok harus install ulang dlu",1
"Bagus sih tapi banyak masalah seperti kalo masuk tiktok ada gambar tulisan tiktok aja kadang GK bisa di download, tiktok tolong perbaiki , saya suka sekali nonton tiktok tapi sekarang tiktok banyak bug nya",3
"Ngebugnya parah banget..developer tolong perbaiki lah..tiap buka tiktok berat,padahal penyimpanan masih banyak..saya coba tanya temen2 jawabanya sama..maaf saya kasih bintang 1 dulu..nnti kalo udah beres lagi baru ditambah bintangya",1
ini kenapa ya Tiktok sekarang ko suka delay antara suara dan videonya sama kadang tuh macet ga bisa di scroll kaya refresh Mulu tapi ga selesai² tolong dong di perbarui bug nya tiktok 🙏🏻🙏🏻🙏🏻,2
"Apk yang bagus.... Tetapi masih ada yang perlu di benahi! Ketika memakai filter, terkadang ada peringatan pembatasan.... Tolong di perbaiki.... Jika filter memang membuat kita kena pl maka harus di hilangkan... Trims",3
"akhir' ini saya sangat kecewa dengan aplikasi satu ini!!! kadang kalo buka tiktok gabisa dibuka yg diliat cuma logo tiktok nya, ini juga membuat hp saya ngeleg, nonton apapun jadi terganggu!!",2
Heran sekali apa pelanggaran yang aku lakukan padahal aku nggak sama sekali melakukan pelanggaran muak lama lama nii sama aplikasi tiktok.pelanggaran apa padahal buat konten bagus bagus malah pelanggaran Mulu 100 lebih membuat konten pelanggaran Mulu nggak bisa berkembang channel kuu..susah.:(,3
"cukup bagus, cuman klo mau post foto buat au apalagi sampe 35 slide, biasanya pas di post malah terkeluar gr² memo ku penuh, lumayan seru cuman kadang² ngelek, terkeluar sendiri, kepencet² sendiri, yah segitu aja semoga tiktok bisa lebih bagus lagi mungkin? Maaf klo slh",4
"Apk nya selalu lemot padahal ram hp besar dan kuota hp juga banyak,lagi enak² mantengin apk nya malah keluar sendiri,udh coba hps file sampah di dalam apk tetap aja selalu lag dan lemot trs patah² tolong bantuan nya !!!",1
"makin hari makin heran sama apk satu ini suka keluar sendiri kek di bug,,jadi makin males buka tiktok kalo kya gini,,padahal memo masih banyak tapi kalo di buka suka ngebalaik sendiri kadang kesel sendiri liat nya",1
"Bagus banget loh aku menyukai nya karena dapat teman banyak, tapi... saat masuk apk..tiba tiba ngeleg gk bisa masuk...tolong di perbaiki apk nya karna saya doundload ngulang mulu....saya capek download ulang setiap hari",3
"Di tiktok saya gaada tombol untuk edit video, padahal saya sangat butuh. Yang ada malah sesuaikan klip, saya mohon di tiktok saya ada edit lagi, jika sudah ada insyaallah saya kasih bintang 5",2
Parah ya tik tok skrg. Mau masuk cuma stuck logo doang. Hrus uninstall biar normal lagi. Klo kyk gitu terus capek woy.!! Belum lagi Draft yg di tik tok pada ilang semua. Parah sih makin ga jelas!!! Bikin HP ikut nge lag aja!!!,1
Ini sudah bagus aplikasinya namun ada beberapa yang harus diperbaiki misalnya tiktoknya ga bisa dibuka padahal memorynya masih banyak terus sering lemot padahal sinyalnya kuat jadi mohon di perbaiki lagi,5
"minta tolong di perbarui lagi aplikasinya,karna tiktok sekarang sering lag parahh,ga jalan""muncul logo tiktok aja kalo dibuka, lebih baik ditingkatkan lagi kualitasnya.",1
"pls lah, suka bgtag + bug, hp juga tiba tiba mati sendiri gara gara buka tiktok, kadang layar gelep juga, suka bgt patah patah padahal hp aku baik baik aja, bukan di hp aku aja di hp temenku pada gitu, atau engga semua viduo gabisa di mulai gitu, padahal kuata sama jaringan aman, kaya gimana ya? mis vidio 11 detik tp vidio itu ga mulai mulai, cuma memperlihatkan gmbar awal + sound nya ga ke putar juga, tolonglah, segera di perbaiki!!!",2
"Ini gimana si tiktok bug terus, setiap buka aplikasi langsung ngelag, sekalinya bisa suara macet-macet dan ngelag lagi, tolong dong diperbaiki, nanti saya update bintang kalau sudah diperbaiki",1
"tiktok tmbh ga jelas bgt minta ampun, suka keluar ga jelas loading Mulu padahal sinyal always bagus, memang gaje ga usah d ciptakan klo ga niat memperbaiki nya, i hate tiktok sampai kapan pun selagi itu blm di perbaiki masalah nya saya hate tiktok!!",1
"tolongggg diperbaiki bug nyaaa gw udah update, tapi selaluu ngelag padahal wifi lancar, trs tiba tiba keluar aplikasi sendiri, tolong ya! gw dah muak!",3
"Aplikasinya seru, aku udaa pakai dari lama, cuma baru kemarin ke uninstall aplikasi ini. Udah di download lagi kok malah jadi nge-lag gini ya? Kadang juga cuma muncul logo tiktok nya aja.",4
Semakin ke sini kira in semakin bagus di perbaiki bug nya eh ternyata masih sama aja tolong dong tiktok klo mau apk nya rame bug dan yg lain nya di perbaiki,1
"Seru sih buat lagi bosen, tapi!! Buanyakkkkk banget! Kekurangan entah itu suka ngeleg pas mau masuk gambar nya tik tok Mulu udah lama nunggunya malah keluar sendiri!, terus ngeleg parah!!!, oh ya dann pencararian nya ada yang tidak pantas kemarin saya dengar dari teman saya gini ""eh aku tik tok nya pencarian nya gitu ih ga pantas buat anak²"" nah Loh ya terus pas saya PGN. Foto² atau bikin vidio ternyata apa??!!, ngelegg dong terus keluar sendiri ihhh sebel perbaiki lagi loh yaa udah si gitu aja",2
"setelah lewat Live orang, suara live nya terkadang suka terbawa, jadi saat menonton video lainnya, suaranya jadi double, suara video dan suara live. mohon diperbaiki!",5
Setelah kurang lebih 2 bulan uninstall aplikasi ini baru saja ku download lagi tapi sekarang jadi aneh karena nonton 2 video udh langsung Hitam aja semua layar nya Masa harus keluar dulu baru login lagi dan hal sama terulang kembali Padahal sebelumnya sangat amat nyaman sekali menggunakan aplikasi ini. Tolong lebih care lagi dong perhatikan selalu kualitas aplikasi ini,4
"Blkngan ini hp sering ram drop, hp jadi lag parah. Pas cari"" masalahnya ternyata ada di apk tiktod, pas unistall hp lngsng normal lgi. Awalnya ngira cuma di hp ini aja, pas dicoba di hp satunya juga sama, masalahnya ada di ini apk!",1
Halo tiktok... Tiktok skrg tdk sperti yg sblm nya... Lebih bagus tiktok yg tahun kemaren dibanding kan yg skrg... Terlalu bnyk pelanggaran yg gk jelas dan susah utk dpat kan koin lagi di live baik di gody atau treasure box nya... Tlg di perbaiki lagi min... Aku kasih bintang 1 smpai pulih lg sprti sblm nya tdk ada pelanggaran yg gk jelas dan tdk ada lagi limit utk gody dan treasure box nya 🙏... Trimksih bnyk 🙏,1
"Woyy perbaiki gk lo tiktok tadi kan gw buka tiktok, nonton tuh kayak biasanya lalu gw kepencet pencarian dan gw kembali lagi ke video lalu ada musik. Gw keluar dari tiktok lalu mau masuk lagi ketiktok gk bisa lagi. Awalnya mau ngehibur diri malah marah sendiri 😭😭",1
"bikin kecewa, GX bisa masuk, d updet ulang malah muter aja, GX bisa2, jadi kecewa SM aplikasi tik tok, GX memuaskan , tolong Donk jangan d bikin sulit gini, soal a sy suka lihat2 tik tok, ini malah g bisa masuk SM sekali",2
"plis ya tiktok jangan ngebug mulu, apa gue harus tutup aplikasi ya biar g main tiktok lg, gatau knp tiap di buka lama bgt masuknya bahkan harus di hps dlu trs instal ulang baru bisa lagi, tapi nnt besoknya gitu lagi, haduh cape gue sm tiktok lama'",3
"𝘁𝗶𝗸𝘁𝗼𝗸 𝗸𝗲𝗻𝗮𝗽𝗮 𝘀𝗶 𝗵𝗮𝗯𝗶𝘀 𝗱𝗶 𝘂𝗽𝗱𝗮𝘁𝗲 𝗸𝗼𝗸 𝗺𝗮𝗹𝗮𝗵 𝗷𝗮𝗿𝗶𝗻𝗴𝗮𝗻 𝗻𝘆𝗮 𝗯𝗲𝗿𝗺𝗮𝘀𝗮𝗹𝗮𝗵? 𝗽𝗱𝗵𝗹 𝗹𝗼𝗵 𝗷𝗮𝗿𝗶𝗻𝗴𝗮𝗻 𝗸𝘂 𝗯𝗮𝗴𝘂𝘀 𝗯𝗮𝗴𝘂𝘀 𝗮𝗷𝗮, 𝗱𝗶𝗯𝘂𝗮𝘁 𝗯𝘂𝗸𝗮 𝗮𝗽𝗸 𝗹𝗮𝗶𝗻 𝗻𝘆𝗮 𝗷𝘂𝗴𝗮 𝗼𝗸𝗲 𝗮𝗷𝗮, 𝘁𝗮𝗽𝗶 𝗴𝗶𝗹𝗶𝗿𝗮𝗻 𝘁𝗶𝗸𝘁𝗼𝗸 𝗮𝗱𝗮 𝘁𝘂𝗹𝗶𝘀𝗮𝗻 ""𝗮𝗱𝗮 𝗺𝗮𝘀𝗮𝗹𝗮𝗵 𝗷𝗮𝗿𝗶𝗻𝗴𝗮𝗻"" 𝗺𝗸𝘀𝗱𝗻𝘆𝗮 𝗴𝗺𝗻 𝘆𝗮? 𝘁𝗼𝗹𝗼𝗻𝗴 𝗱𝗼𝗻𝗴 𝗱𝗶 𝗽𝗲𝗿𝗯𝗮𝗶𝗸𝗶, 𝗷𝗮𝗱𝗶 𝗸𝘂𝗿𝗮𝗻𝗴 𝗻𝘆𝗮𝗺𝗮𝗻",1
"ini bagaimana ya tiktok? hampir setiap hari bug, hanya stalk di logo, dan harus di uninstall lalu di download lg baru bisa masuk, hari ini bnr bnr ga bisa dibuka, uda uninstall hampir 10x ttp ga bisa. tolong dong tiktok",4
"kecewaa beratt sm tiktok smenjak di update kok makin jelek,bugg mulu keluar keluar sendiri gjelas ganggu bgt tau gk😡!!,lgi asik asiknya pun jdi gk enjoy tolong sgera perbaikii ini sinyal udh bagus loh,udh di update ber kali² pdhl,tpi tetap bug mna klo login apk nya lelet bgt gk masuk² stuck di logonya trusss sumpah bikin jengkel bgt ayoo tiktok sgra perbaiki klp trus gini gw uninstal jg dah ni apk🤮👎",1
"Sekarang tiktok mengecewakan,saya udah nunggu 4-10 menit tapi vidio nya selalu gak muncul cuma ada logo tiktok nya aja,terus habis itu hp saya tiba-tiba mulai ulanggg,Min perbaiki donggg,biar kita bisa ngerasa nyaman liat tiktok nyaa,setelah gue baca ulasan orang ternyata banyak yg sama,gue kira cuma aku aja yg ngalamin kek di ataass,minta tolongg yaaa minn cepet di perbaiki🙏🏻🙏🏻",3
"Saya sudah 6 tahun pakek tiktok tapi baru sekarang gak bisa dibukak badahal udah di oencet bbrp kali tapi tetep gak bisa,udah diatur dari pengaturan taoi ttp gk bisa ,ada apa dengan tiktok tolong perbaiki,setiap diboencet nantu keluar bacaan maaf bug harus di perbaiki tapi baru kali ini ngerasa kecewa downlod nya soalnya gak bisa dibuka ,untuk aplikasi ini saya mohon jika dalam 2 minggu tidak bisa di buka saya akan hapus dan viralkan ke sosmet",1
"kecewa bgt sama tiktok,padahal dulu tiktok gak gini,knp setiap masuk tuh selalu keluar2 sendiri,ngelag,stuck nyampe logo doang,tolong buat pihak tiktok,apknya lebih diperbaiki,hp kerasa kek berat bgt jadinya",1
app saya ga bisa di buka dan pas instal juga ada kaya peringatan gitu padahl saya ga ngapa²in udah instal 2x tetep ga bisa kebuka ini gimana?? saya pengen konten ga bisa karena penghasilan saya di situ saja,3
"Tiktok makin lama makin ngaco, suka mental² gak jelas, padahal jaringan bagus, HP pun gk ngeleg² sama sekali, tapi pas buka tiktok jadi ngeleg² trus suka mental gak jelas, tolong buat kedepannya di tingkatkan lagi, biar orng² enak pakek nya 🙏🙏🙏🙏",1
"Tik tok semakin lama bugnya semakin parah sering mentok dilogo parahnya lagi bugnya sampai bikin hp lag sampai harus bolak balik restart hp , ini rata rata bugnya ada di hp XIAOMI atau REDMI.",3
"tiktok knp ga kyk dulu dulu ga ngebug sekarang malah ngebug trs suka keluar tiba tiba layar jadi hitam,dan tiba tiba suka ada vidio yg aneh aneh tolong ya perbaiki tiktok nya",2
"ini udh bagus, minus nya pas mau dibuka suka loading lama bgt, dan cuman ada logo tiktoknya, kalau kayak gitu masuk tiktoknya pun harus di uninstall dulu baru download lagi.",3
"TIAP HARI NGE DOWNLOAD TERUS KARNA SUSAH SEKALI DI BUKA, PADAHAL RUANG HP MASIH BUANYAK.. Di reset lagi pun tetap tidak bisa di buka aplikasinya,,bisa dibuka nya klo di uninstal terus download ulang baru bisa lagi..ini yang bikin saya kengkel..maaf saya kasih 2 bintang saja",2
"sekarang sudah 18 Februari. Disaat saya sedang berchat dengan teman saya, dan saya ingin mengirim sebuah foto tapi logo image kirim fotonya malah tiba-tiba hilang. Apakah ini sebuah bug/error, atau tidak kesengajaan atau memang di sengajakan hilang nya? tolong, di perbaiki yah Tiktok.🙏🏻",3
"maaf ya, tiktok saya akhir akhir ini selalu tidak bisa masuk ke apk nya, terus juga suka keluar sendiri dari apk nya, saya sudah lama menggunakan apk ini, gak tau kenapa sekarang agak kurang aja gitu, itu saja sih, untuk sekarang bintang 2 dulu kalau sudah bagus saya berikan yang terbaik dehh",2
"ini beneran gak ada perbaikan? bolak balik instal ulang gara2 gabisa kebuka terus, liat ulasan sama semua keluhannya, semoga cepat diperbaiki ya..",2
"tiktok ni kenapa ya? hari hari bikin hp saya ngebug terus, sampai sampai hp saya harus dimatikan daya. herann banget jadinya hp saya gak kena virus apapun, buka apk yang lain oke oke saja. tapi giliran buka tiktok nih langsung erorr, stuck di logo laluu bikin hp saya gabisa di sentuh erorr bugg",1
"belakangan ini tiktok sering ngelag banget tiap kali aku buka. bukan cuma aplikasinya yang lemot, tapi hp aku juga jadi ikut ngelag sampai harus dimatikan dulu biar normal lagi. kadang aku harus hapus tiktok dan download ulang supaya bisa dipakai lagi. ini kenapa ya? semoga bisa segera diperbaiki, soalnya jadi kurang nyaman buat dipakai.",1
"tiktok ko makin kesini makin kesana,dulu bagus sekarang harus ada bugnya kalau buka tiktok alhasil harus uninstall aplikasi trus pasang aplikasi baru login tiktok, PERBAIKI TU BUGNYA ANJER masa harus nonton tiktok hps dl dan bintangnya bakal kasi 5 klau udah DIPERBAIKI!! sekian TOLONG DI PERBAIKAN!",2
"Sering terjadi bug, kayak keluar sendiri terus pas di scroll dia loading padahal sinyal bagus harus masuk ulang baru bisa lagi, terus mau scroll vidio sebelumnya malah riset vidionya",1
"Tolong perbaiki bug nya lah sering stuck di logo mulu meskipu hp di restart tetap sama stuck di logo mulu mana bikin hp lemot lagi,sembuh nya pas di un install abis itu install lagi baru beres,masak setiap ngebug harus install ulang lagi jir",4
"Kalian trlalu sensitif hal yang tidak termasuk sexsualitas jangan di juruskan,bedakan mana itu konten yang menjurus ke sexsualitas atau adegan berbahaya!!!sedikit-sedikit di blokir,bedakan mana itu ketelanjangan atau bukan!bahkan setelah mengaktifkan pengaturan konten 18+ tetap saja di blokir!!! Jika kalian sependapat like please!",1
Aplikasinya bagus tapi ko dia aku tiktok nya tiba tiba keluar sendiri itu pun setiap hari padahal sebelumnya masih bagus bagus aja ko ini tiba-tiba berubah suka keluar sendiri tolong di perbaikin ya ini aplikasinya bagus ko,3
